data_128.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
87	ea	91.69	0.760	91.28	93.65	8548.38925
94	A	91.69	0.760	91.28	93.65	8548.38925
80	S(54)	91.69	0.760	91.28	93.65	8548.38925
83	S(60)	91.69	0.760	91.28	93.65	8548.38925
89	q+	91.69	0.760	91.28	93.65	8548.38925
71	S(35)	91.41	0.751	90.97	93.55	8502.77386
65	S(28)	91.69	0.759	91.55	92.31	8498.83657
13	3cC	91.69	0.759	91.55	92.31	8498.83657
10	1c	91.69	0.759	91.55	92.31	8498.83657
58	S(17)	91.69	0.759	91.55	92.31	8498.83657
107	Svncw	91.69	0.759	91.55	92.31	8498.83657
5	naccr	91.69	0.759	91.55	92.31	8498.83657
16	4cCH	91.69	0.759	91.55	92.31	8498.83657
59	S(18)	91.69	0.759	91.55	92.31	8498.83657
103	Sapcw	91.69	0.759	91.55	92.31	8498.83657
70	S(34)	91.69	0.759	91.55	92.31	8498.83657
47	S(3)	91.69	0.759	91.55	92.31	8498.83657
62	S(22)	91.69	0.759	91.55	92.31	8498.83657
48	S(4)	91.69	0.759	91.55	92.31	8498.83657
55	S(12)	91.69	0.759	91.55	92.31	8498.83657
35	1k	91.69	0.759	91.55	92.31	8498.83657
22	3cvC	91.69	0.759	91.55	92.31	8498.83657
102	Sanc	91.69	0.759	91.55	92.31	8498.83657
39	3ka	91.69	0.759	91.55	92.31	8498.83657
29	ncoi	91.69	0.759	91.55	92.31	8498.83657
104	Svpc	91.69	0.759	91.55	92.31	8498.83657
40	phi	91.69	0.759	91.55	92.31	8498.83657
19	1cv	91.69	0.759	91.55	92.31	8498.83657
43	Shet	91.69	0.759	91.55	92.31	8498.83657
85	Wmol	91.69	0.759	91.55	92.31	8498.83657
63	S(26)	91.69	0.759	91.55	92.31	8498.83657
30	ncarb	91.69	0.759	91.55	92.31	8498.83657
69	S(33)	91.69	0.759	91.55	92.31	8498.83657
37	1ka	91.69	0.759	91.55	92.31	8498.83657
105	Svnc	91.69	0.759	91.55	92.31	8498.83657
34	nnitro	91.69	0.759	91.55	92.31	8498.83657
27	nhev	91.69	0.759	91.55	92.31	8498.83657
18	0cv	91.69	0.759	91.55	92.31	8498.83657
26	nhet	91.69	0.759	91.55	92.31	8498.83657
96	cen	91.69	0.759	91.55	92.31	8498.83657
11	2c	91.69	0.759	91.55	92.31	8498.83657
17	5cCH	91.69	0.759	91.55	92.31	8498.83657
21	3cvP	91.69	0.759	91.55	92.31	8498.83657
51	S(8)	91.69	0.759	91.55	92.31	8498.83657
95	mcp	91.69	0.759	91.55	92.31	8498.83657
4	ndonr	91.69	0.759	91.55	92.31	8498.83657
41	Shev	91.69	0.759	91.55	92.31	8498.83657
100	PSA	91.69	0.759	91.55	92.31	8498.83657
52	S(9)	91.69	0.759	91.55	92.31	8498.83657
36	3k	91.69	0.759	91.55	92.31	8498.83657
97	w	91.69	0.759	91.55	92.31	8498.83657
31	nphos	91.69	0.759	91.55	92.31	8498.83657
86	Vmc	91.69	0.759	91.55	92.31	8498.83657
79	S(51)	91.69	0.759	91.55	92.31	8498.83657
99	VS	91.69	0.759	91.55	92.31	8498.83657
84	S(80)	91.69	0.759	91.55	92.31	8498.83657
23	4cvCH	91.69	0.759	91.55	92.31	8498.83657
20	2cv	91.69	0.759	91.55	92.31	8498.83657
12	3cP	91.69	0.759	91.55	92.31	8498.83657
38	2ka	91.69	0.759	91.55	92.31	8498.83657
50	S(7)	91.69	0.759	91.55	92.31	8498.83657
54	S(11)	91.69	0.759	91.55	92.31	8498.83657
76	S(41)	91.69	0.759	91.55	92.31	8498.83657
14	4cPC	91.69	0.759	91.55	92.31	8498.83657
90	q-	91.69	0.759	91.55	92.31	8498.83657
60	S(19)	91.69	0.759	91.55	92.31	8498.83657
9	0c	91.69	0.759	91.55	92.31	8498.83657
106	Svpcw	91.69	0.759	91.55	92.31	8498.83657
98	AS	91.69	0.759	91.55	92.31	8498.83657
32	nsulph	91.69	0.759	91.55	92.31	8498.83657
82	S(57)	91.69	0.759	91.55	92.31	8498.83657
61	S(20)	91.14	0.743	90.67	93.44	8458.289565
66	S(30)	91.41	0.751	91.25	92.19	8453.00692
46	S(2)	91.41	0.751	91.25	92.19	8453.00692
3	nrot	91.41	0.751	91.25	92.19	8453.00692
6	dis1	91.41	0.751	91.25	92.19	8453.00692
8	dis3	91.41	0.751	91.25	92.19	8453.00692
73	S(37)	91.14	0.743	90.94	92.06	8407.2945
64	S(27)	91.14	0.743	90.94	92.06	8407.2945
44	Shal	91.41	0.751	91.53	90.91	8406.92642
74	S(38)	91.41	0.751	91.53	90.91	8406.92642
28	ncof	91.41	0.751	91.53	90.91	8406.92642
78	S(43)	91.41	0.751	91.53	90.91	8406.92642
81	S(56)	91.41	0.751	91.53	90.91	8406.92642
77	S(42)	91.41	0.751	91.53	90.91	8406.92642
68	S(32)	91.41	0.751	91.53	90.91	8406.92642
53	S(10)	91.14	0.742	91.22	90.77	8360.80259
24	6cvCH	91.14	0.742	91.22	90.77	8360.80259
15	3cCH	90.86	0.734	90.91	90.63	8313.98738
57	S(16)	90.86	0.734	90.91	90.63	8313.98738
72	S(36)	88.92	0.678	87.58	97.87	8307.97455
91	m	90.03	0.708	90.27	88.89	8128.31004
49	S(5)	89.47	0.691	89.40	89.83	8079.778015
67	S(31)	88.64	0.664	88.52	89.29	7939.57212
drop:
101	Sapc
45	S(1)
data_105.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
5	naccr	91.97	0.768	91.58	93.75	8593.56677
54	S(12)	91.97	0.768	91.58	93.75	8593.56677
58	S(18)	91.97	0.768	91.58	93.75	8593.56677
91	h	91.97	0.768	91.58	93.75	8593.56677
87	eb	91.97	0.768	91.58	93.75	8593.56677
19	1cv	91.97	0.768	91.58	93.75	8593.56677
95	cen	91.97	0.768	91.58	93.75	8593.56677
92	IP	91.97	0.768	91.58	93.75	8593.56677
96	w	91.97	0.768	91.58	93.75	8593.56677
11	2c	91.97	0.768	91.58	93.75	8593.56677
84	Wmol	91.97	0.768	91.58	93.75	8593.56677
9	0c	91.97	0.768	91.58	93.75	8593.56677
86	ea	91.97	0.768	91.58	93.75	8593.56677
38	2ka	91.97	0.768	91.58	93.75	8593.56677
102	Svpc	91.97	0.768	91.58	93.75	8593.56677
99	PSA	91.97	0.768	91.58	93.75	8593.56677
4	ndonr	91.97	0.768	91.58	93.75	8593.56677
25	nhyd	91.97	0.768	91.58	93.75	8593.56677
78	S(51)	91.97	0.768	91.58	93.75	8593.56677
93	A	91.97	0.768	91.58	93.75	8593.56677
10	1c	91.97	0.768	91.58	93.75	8593.56677
103	Svnc	91.97	0.768	91.58	93.75	8593.56677
30	ncarb	91.97	0.768	91.58	93.75	8593.56677
51	S(9)	91.97	0.768	91.58	93.75	8593.56677
35	1k	91.97	0.768	91.58	93.75	8593.56677
20	2cv	91.97	0.768	91.58	93.75	8593.56677
55	S(14)	91.97	0.768	91.58	93.75	8593.56677
97	AS	91.97	0.768	91.58	93.75	8593.56677
34	nnitro	91.97	0.768	91.58	93.75	8593.56677
85	Vmc	91.97	0.768	91.58	93.75	8593.56677
18	0cv	91.97	0.768	91.58	93.75	8593.56677
40	phi	91.97	0.768	91.58	93.75	8593.56677
37	1ka	91.97	0.768	91.58	93.75	8593.56677
31	nphos	91.97	0.768	91.58	93.75	8593.56677
94	mcp	91.97	0.768	91.58	93.75	8593.56677
33	noxy	91.97	0.768	91.58	93.75	8593.56677
21	3cvP	91.97	0.768	91.58	93.75	8593.56677
13	3cC	91.97	0.768	91.58	93.75	8593.56677
43	Shet	91.97	0.768	91.58	93.75	8593.56677
98	VS	91.97	0.768	91.58	93.75	8593.56677
59	S(19)	91.97	0.768	91.58	93.75	8593.56677
27	nhev	91.97	0.768	91.58	93.75	8593.56677
12	3cP	91.97	0.768	91.58	93.75	8593.56677
82	S(60)	91.97	0.768	91.58	93.75	8593.56677
42	Scar	91.69	0.760	91.28	93.65	8548.38925
74	S(40)	91.69	0.760	91.28	93.65	8548.38925
70	S(35)	91.69	0.760	91.28	93.65	8548.38925
79	S(54)	91.41	0.751	90.97	93.55	8502.77386
3	nrot	91.41	0.751	90.97	93.55	8502.77386
60	S(20)	91.41	0.751	90.97	93.55	8502.77386
47	S(4)	91.69	0.759	91.55	92.31	8498.83657
26	nhet	91.69	0.759	91.55	92.31	8498.83657
16	4cCH	91.69	0.759	91.55	92.31	8498.83657
81	S(57)	91.69	0.759	91.55	92.31	8498.83657
75	S(41)	91.69	0.759	91.55	92.31	8498.83657
62	S(26)	91.69	0.759	91.55	92.31	8498.83657
64	S(28)	91.69	0.759	91.55	92.31	8498.83657
36	3k	91.69	0.759	91.55	92.31	8498.83657
46	S(3)	91.69	0.759	91.55	92.31	8498.83657
69	S(34)	91.69	0.759	91.55	92.31	8498.83657
61	S(22)	91.69	0.759	91.55	92.31	8498.83657
104	Svpcw	91.69	0.759	91.55	92.31	8498.83657
73	S(38)	91.69	0.759	91.55	92.31	8498.83657
68	S(33)	91.69	0.759	91.55	92.31	8498.83657
23	4cvCH	91.69	0.759	91.55	92.31	8498.83657
41	Shev	91.69	0.759	91.55	92.31	8498.83657
22	3cvC	91.69	0.759	91.55	92.31	8498.83657
17	5cCH	91.69	0.759	91.55	92.31	8498.83657
53	S(11)	91.69	0.759	91.55	92.31	8498.83657
101	Sapcw	91.69	0.759	91.55	92.31	8498.83657
100	Sanc	91.69	0.759	91.55	92.31	8498.83657
105	Svncw	91.69	0.759	91.55	92.31	8498.83657
39	3ka	91.69	0.759	91.55	92.31	8498.83657
14	4cPC	91.69	0.759	91.55	92.31	8498.83657
49	S(7)	91.69	0.759	91.55	92.31	8498.83657
8	dis3	91.41	0.751	91.25	92.19	8453.00692
7	dis2	91.41	0.751	91.25	92.19	8453.00692
72	S(37)	91.14	0.743	90.94	92.06	8407.2945
52	S(10)	91.14	0.743	90.94	92.06	8407.2945
32	nsulph	91.41	0.751	91.53	90.91	8406.92642
29	ncoi	91.41	0.751	91.53	90.91	8406.92642
67	S(32)	91.41	0.751	91.53	90.91	8406.92642
57	S(17)	91.41	0.751	91.53	90.91	8406.92642
76	S(42)	91.41	0.751	91.53	90.91	8406.92642
80	S(56)	91.41	0.751	91.53	90.91	8406.92642
83	S(80)	91.41	0.751	91.53	90.91	8406.92642
50	S(8)	91.41	0.751	91.53	90.91	8406.92642
56	S(16)	91.14	0.742	91.22	90.77	8360.80259
6	dis1	91.14	0.742	91.22	90.77	8360.80259
24	6cvCH	91.14	0.742	91.22	90.77	8360.80259
63	S(27)	91.14	0.742	91.22	90.77	8360.80259
88	q+	91.14	0.742	91.22	90.77	8360.80259
28	ncof	91.14	0.743	91.50	89.55	8317.708575
44	Shal	91.14	0.743	91.50	89.55	8317.708575
65	S(30)	91.14	0.743	91.50	89.55	8317.708575
77	S(43)	91.14	0.743	91.50	89.55	8317.708575
89	q-	91.14	0.743	91.50	89.55	8317.708575
45	S(2)	90.86	0.734	91.19	89.39	8270.02226
15	3cCH	90.58	0.725	90.88	89.23	8222.471775
71	S(36)	88.37	0.658	87.26	95.74	8146.062
48	S(5)	89.47	0.691	89.40	89.83	8079.778015
66	S(31)	88.64	0.664	88.27	90.74	7993.15452
90	m	89.47	0.691	90.20	86.15	7949.946175
drop:
5	naccr
54	S(12)
data_103.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
29	ncarb	91.97	0.769	91.30	95.16	8646.05697
38	3ka	91.97	0.769	91.30	95.16	8646.05697
97	PSA	91.97	0.769	91.30	95.16	8646.05697
59	S(22)	91.97	0.769	91.30	95.16	8646.05697
30	nphos	91.97	0.769	91.30	95.16	8646.05697
12	3cC	91.97	0.769	91.30	95.16	8646.05697
57	S(19)	91.97	0.769	91.30	95.16	8646.05697
85	eb	91.97	0.769	91.30	95.16	8646.05697
37	2ka	91.97	0.769	91.30	95.16	8646.05697
32	noxy	91.97	0.769	91.30	95.16	8646.05697
46	S(4)	91.97	0.769	91.30	95.16	8646.05697
66	S(33)	91.97	0.769	91.30	95.16	8646.05697
18	1cv	91.97	0.769	91.30	95.16	8646.05697
72	S(40)	91.97	0.769	91.30	95.16	8646.05697
90	IP	91.97	0.769	91.30	95.16	8646.05697
82	Wmol	91.97	0.769	91.30	95.16	8646.05697
45	S(3)	91.97	0.769	91.30	95.16	8646.05697
39	phi	91.97	0.769	91.30	95.16	8646.05697
50	S(9)	91.97	0.769	91.30	95.16	8646.05697
36	1ka	91.97	0.769	91.30	95.16	8646.05697
20	3cvP	91.97	0.769	91.30	95.16	8646.05697
96	VS	91.97	0.769	91.30	95.16	8646.05697
10	2c	91.97	0.769	91.30	95.16	8646.05697
11	3cP	91.97	0.769	91.30	95.16	8646.05697
83	Vmc	91.97	0.769	91.30	95.16	8646.05697
13	4cPC	91.97	0.769	91.30	95.16	8646.05697
19	2cv	91.97	0.769	91.30	95.16	8646.05697
76	S(51)	91.97	0.769	91.30	95.16	8646.05697
33	nnitro	91.97	0.769	91.30	95.16	8646.05697
8	0c	91.97	0.769	91.30	95.16	8646.05697
42	Shet	91.97	0.769	91.30	95.16	8646.05697
100	Svpc	91.97	0.769	91.30	95.16	8646.05697
35	3k	91.97	0.769	91.30	95.16	8646.05697
94	w	91.97	0.769	91.30	95.16	8646.05697
40	Shev	91.97	0.769	91.30	95.16	8646.05697
26	nhev	91.97	0.769	91.30	95.16	8646.05697
34	1k	91.97	0.769	91.30	95.16	8646.05697
25	nhet	91.97	0.769	91.30	95.16	8646.05697
9	1c	91.97	0.769	91.30	95.16	8646.05697
93	cen	91.97	0.769	91.30	95.16	8646.05697
4	ndonr	91.97	0.769	91.30	95.16	8646.05697
17	0cv	91.97	0.769	91.30	95.16	8646.05697
24	nhyd	91.97	0.769	91.30	95.16	8646.05697
92	mcp	91.97	0.769	91.30	95.16	8646.05697
62	S(28)	91.97	0.769	91.30	95.16	8646.05697
53	S(14)	91.69	0.760	91.00	95.08	8601.548
41	Scar	91.69	0.760	91.00	95.08	8601.548
44	S(2)	91.69	0.760	91.00	95.08	8601.548
80	S(60)	91.69	0.760	91.00	95.08	8601.548
22	4cvCH	91.97	0.768	91.58	93.75	8593.56677
15	4cCH	91.97	0.768	91.58	93.75	8593.56677
65	S(32)	91.97	0.768	91.58	93.75	8593.56677
102	Svpcw	91.97	0.768	91.58	93.75	8593.56677
71	S(38)	91.97	0.768	91.58	93.75	8593.56677
77	S(54)	91.41	0.752	90.70	95.00	8557.2417
58	S(20)	91.41	0.752	90.70	95.00	8557.2417
68	S(35)	91.41	0.752	90.70	95.00	8557.2417
99	Sapcw	91.69	0.760	91.28	93.65	8548.38925
56	S(18)	91.69	0.760	91.28	93.65	8548.38925
103	Svncw	91.69	0.760	91.28	93.65	8548.38925
87	q-	91.69	0.760	91.28	93.65	8548.38925
16	5cCH	91.69	0.760	91.28	93.65	8548.38925
84	ea	91.69	0.760	91.28	93.65	8548.38925
79	S(57)	91.69	0.760	91.28	93.65	8548.38925
21	3cvC	91.69	0.760	91.28	93.65	8548.38925
31	nsulph	91.69	0.760	91.28	93.65	8548.38925
3	nrot	91.69	0.760	91.28	93.65	8548.38925
95	AS	91.69	0.760	91.28	93.65	8548.38925
101	Svnc	91.69	0.760	91.28	93.65	8548.38925
91	A	91.69	0.760	91.28	93.65	8548.38925
52	S(11)	91.69	0.760	91.28	93.65	8548.38925
48	S(7)	91.69	0.760	91.28	93.65	8548.38925
81	S(80)	91.69	0.760	91.28	93.65	8548.38925
6	dis2	91.69	0.760	91.28	93.65	8548.38925
63	S(30)	91.69	0.760	91.28	93.65	8548.38925
28	ncoi	91.69	0.760	91.28	93.65	8548.38925
60	S(26)	91.69	0.760	91.28	93.65	8548.38925
67	S(34)	91.69	0.760	91.28	93.65	8548.38925
89	h	91.69	0.760	91.28	93.65	8548.38925
61	S(27)	91.41	0.751	90.97	93.55	8502.77386
23	6cvCH	91.41	0.751	90.97	93.55	8502.77386
51	S(10)	91.41	0.751	90.97	93.55	8502.77386
70	S(37)	91.41	0.751	90.97	93.55	8502.77386
49	S(8)	91.69	0.759	91.55	92.31	8498.83657
75	S(43)	91.69	0.759	91.55	92.31	8498.83657
43	Shal	91.69	0.759	91.55	92.31	8498.83657
55	S(17)	91.69	0.759	91.55	92.31	8498.83657
74	S(42)	91.69	0.759	91.55	92.31	8498.83657
98	Sanc	91.41	0.751	91.25	92.19	8453.00692
78	S(56)	91.41	0.751	91.25	92.19	8453.00692
7	dis3	91.41	0.751	91.25	92.19	8453.00692
86	q+	91.41	0.751	91.25	92.19	8453.00692
73	S(41)	91.41	0.751	91.25	92.19	8453.00692
5	dis1	91.41	0.751	91.25	92.19	8453.00692
27	ncof	91.41	0.751	91.53	90.91	8406.92642
54	S(16)	90.86	0.734	90.91	90.63	8313.98738
69	S(36)	88.64	0.669	87.30	97.83	8266.887585
14	3cCH	90.58	0.725	90.60	90.48	8266.7547
88	m	90.03	0.708	90.54	87.69	8086.11687
47	S(5)	89.47	0.691	89.40	89.83	8079.778015
64	S(31)	88.64	0.664	88.27	90.74	7993.15452
drop:
29	ncarb
38	3ka
data_101.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
44	S(4)	92.24	0.777	91.61	95.24	8690.113225
36	2ka	91.97	0.769	91.30	95.16	8646.05697
82	ea	91.97	0.769	91.30	95.16	8646.05697
95	PSA	91.97	0.769	91.30	95.16	8646.05697
40	Shet	91.97	0.769	91.30	95.16	8646.05697
31	noxy	91.97	0.769	91.30	95.16	8646.05697
54	S(18)	91.97	0.769	91.30	95.16	8646.05697
88	IP	91.97	0.769	91.30	95.16	8646.05697
20	3cvP	91.97	0.769	91.30	95.16	8646.05697
25	nhet	91.97	0.769	91.30	95.16	8646.05697
92	w	91.97	0.769	91.30	95.16	8646.05697
64	S(33)	91.97	0.769	91.30	95.16	8646.05697
32	nnitro	91.97	0.769	91.30	95.16	8646.05697
29	nphos	91.97	0.769	91.30	95.16	8646.05697
91	cen	91.97	0.769	91.30	95.16	8646.05697
57	S(22)	91.97	0.769	91.30	95.16	8646.05697
51	S(14)	91.97	0.769	91.30	95.16	8646.05697
38	Shev	91.97	0.769	91.30	95.16	8646.05697
83	eb	91.97	0.769	91.30	95.16	8646.05697
4	ndonr	91.97	0.769	91.30	95.16	8646.05697
3	nrot	91.97	0.769	91.30	95.16	8646.05697
90	mcp	91.97	0.769	91.30	95.16	8646.05697
74	S(51)	91.97	0.769	91.30	95.16	8646.05697
37	phi	91.97	0.769	91.30	95.16	8646.05697
43	S(3)	91.97	0.769	91.30	95.16	8646.05697
87	h	91.97	0.769	91.30	95.16	8646.05697
55	S(19)	91.97	0.769	91.30	95.16	8646.05697
89	A	91.97	0.769	91.30	95.16	8646.05697
39	Scar	91.69	0.760	91.00	95.08	8601.548
78	S(60)	91.69	0.760	91.00	95.08	8601.548
56	S(20)	91.69	0.760	91.00	95.08	8601.548
101	Svncw	91.97	0.768	91.58	93.75	8593.56677
63	S(32)	91.97	0.768	91.58	93.75	8593.56677
47	S(8)	91.97	0.768	91.58	93.75	8593.56677
60	S(28)	91.97	0.768	91.58	93.75	8593.56677
100	Svpcw	91.97	0.768	91.58	93.75	8593.56677
30	nsulph	91.97	0.768	91.58	93.75	8593.56677
15	4cCH	91.97	0.768	91.58	93.75	8593.56677
79	S(80)	91.97	0.768	91.58	93.75	8593.56677
28	ncoi	91.97	0.768	91.58	93.75	8593.56677
50	S(11)	91.97	0.768	91.58	93.75	8593.56677
22	4cvCH	91.97	0.768	91.58	93.75	8593.56677
66	S(35)	91.41	0.752	90.70	95.00	8557.2417
97	Sapcw	91.69	0.760	91.28	93.65	8548.38925
94	VS	91.69	0.760	91.28	93.65	8548.38925
65	S(34)	91.69	0.760	91.28	93.65	8548.38925
33	1k	91.69	0.760	91.28	93.65	8548.38925
77	S(57)	91.69	0.760	91.28	93.65	8548.38925
81	Vmc	91.69	0.760	91.28	93.65	8548.38925
35	1ka	91.69	0.760	91.28	93.65	8548.38925
70	S(40)	91.69	0.760	91.28	93.65	8548.38925
85	q-	91.69	0.760	91.28	93.65	8548.38925
9	1c	91.69	0.760	91.28	93.65	8548.38925
34	3k	91.69	0.760	91.28	93.65	8548.38925
93	AS	91.69	0.760	91.28	93.65	8548.38925
16	5cCH	91.69	0.760	91.28	93.65	8548.38925
26	nhev	91.69	0.760	91.28	93.65	8548.38925
19	2cv	91.69	0.760	91.28	93.65	8548.38925
59	S(27)	91.69	0.760	91.28	93.65	8548.38925
11	3cP	91.69	0.760	91.28	93.65	8548.38925
12	3cC	91.69	0.760	91.28	93.65	8548.38925
68	S(37)	91.69	0.760	91.28	93.65	8548.38925
13	4cPC	91.69	0.760	91.28	93.65	8548.38925
17	0cv	91.69	0.760	91.28	93.65	8548.38925
99	Svnc	91.69	0.760	91.28	93.65	8548.38925
80	Wmol	91.69	0.760	91.28	93.65	8548.38925
96	Sanc	91.69	0.760	91.28	93.65	8548.38925
7	dis3	91.69	0.760	91.28	93.65	8548.38925
10	2c	91.69	0.760	91.28	93.65	8548.38925
98	Svpc	91.69	0.760	91.28	93.65	8548.38925
18	1cv	91.69	0.760	91.28	93.65	8548.38925
24	nhyd	91.69	0.760	91.28	93.65	8548.38925
46	S(7)	91.69	0.760	91.28	93.65	8548.38925
61	S(30)	91.69	0.760	91.28	93.65	8548.38925
84	q+	91.69	0.760	91.28	93.65	8548.38925
48	S(9)	91.69	0.760	91.28	93.65	8548.38925
75	S(54)	91.41	0.751	90.97	93.55	8502.77386
42	S(2)	91.41	0.751	90.97	93.55	8502.77386
49	S(10)	91.41	0.751	90.97	93.55	8502.77386
69	S(38)	91.69	0.759	91.55	92.31	8498.83657
6	dis2	91.69	0.759	91.55	92.31	8498.83657
53	S(17)	91.69	0.759	91.55	92.31	8498.83657
72	S(42)	91.69	0.759	91.55	92.31	8498.83657
76	S(56)	91.69	0.759	91.55	92.31	8498.83657
71	S(41)	91.41	0.751	91.25	92.19	8453.00692
58	S(26)	91.41	0.751	91.25	92.19	8453.00692
5	dis1	91.41	0.751	91.25	92.19	8453.00692
21	3cvC	91.41	0.751	91.25	92.19	8453.00692
23	6cvCH	91.14	0.743	90.94	92.06	8407.2945
52	S(16)	91.14	0.743	90.94	92.06	8407.2945
27	ncof	91.14	0.743	91.50	89.55	8317.708575
41	Shal	91.14	0.743	91.50	89.55	8317.708575
73	S(43)	91.14	0.743	91.50	89.55	8317.708575
67	S(36)	88.64	0.669	87.30	97.83	8266.887585
14	3cCH	90.58	0.725	90.60	90.48	8266.7547
86	m	90.03	0.708	90.54	87.69	8086.11687
45	S(5)	89.47	0.691	89.40	89.83	8079.778015
62	S(31)	88.64	0.664	88.52	89.29	7939.57212
8	0c	0.00	0.000	0.00	0.00	0
drop:
44	S(4)
36	2ka
data_99.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
86	IP	92.24	0.777	91.61	95.24	8690.113225
52	S(18)	92.24	0.777	91.61	95.24	8690.113225
87	A	92.24	0.777	91.61	95.24	8690.113225
49	S(14)	92.24	0.777	91.61	95.24	8690.113225
81	eb	92.24	0.777	91.61	95.24	8690.113225
80	ea	92.24	0.777	91.61	95.24	8690.113225
64	S(35)	92.24	0.777	91.61	95.24	8690.113225
31	noxy	91.97	0.769	91.30	95.16	8646.05697
68	S(40)	91.97	0.769	91.30	95.16	8646.05697
85	h	91.97	0.769	91.30	95.16	8646.05697
39	Shet	91.97	0.769	91.30	95.16	8646.05697
32	nnitro	91.97	0.769	91.30	95.16	8646.05697
76	S(60)	91.97	0.769	91.30	95.16	8646.05697
82	q+	91.97	0.769	91.30	95.16	8646.05697
24	nhyd	91.97	0.769	91.30	95.16	8646.05697
58	S(28)	92.24	0.776	91.89	93.85	8638.39592
73	S(54)	91.69	0.760	91.00	95.08	8601.548
38	Scar	91.69	0.760	91.00	95.08	8601.548
48	S(11)	91.97	0.768	91.58	93.75	8593.56677
97	Svnc	91.97	0.768	91.58	93.75	8593.56677
56	S(26)	91.97	0.768	91.58	93.75	8593.56677
67	S(38)	91.97	0.768	91.58	93.75	8593.56677
28	ncoi	91.97	0.768	91.58	93.75	8593.56677
93	PSA	91.97	0.768	91.58	93.75	8593.56677
4	ndonr	91.97	0.768	91.58	93.75	8593.56677
74	S(56)	91.97	0.768	91.58	93.75	8593.56677
22	4cvCH	91.97	0.768	91.58	93.75	8593.56677
16	5cCH	91.97	0.768	91.58	93.75	8593.56677
10	2c	91.97	0.768	91.58	93.75	8593.56677
77	S(80)	91.97	0.768	91.58	93.75	8593.56677
92	VS	91.97	0.768	91.58	93.75	8593.56677
12	3cC	91.97	0.768	91.58	93.75	8593.56677
33	1k	91.97	0.768	91.58	93.75	8593.56677
18	1cv	91.97	0.768	91.58	93.75	8593.56677
29	nphos	91.97	0.768	91.58	93.75	8593.56677
37	Shev	91.97	0.768	91.58	93.75	8593.56677
62	S(33)	91.97	0.768	91.58	93.75	8593.56677
34	3k	91.97	0.768	91.58	93.75	8593.56677
36	phi	91.97	0.768	91.58	93.75	8593.56677
53	S(19)	91.97	0.768	91.58	93.75	8593.56677
15	4cCH	91.97	0.768	91.58	93.75	8593.56677
78	Wmol	91.97	0.768	91.58	93.75	8593.56677
11	3cP	91.97	0.768	91.58	93.75	8593.56677
69	S(41)	91.97	0.768	91.58	93.75	8593.56677
6	dis2	91.97	0.768	91.58	93.75	8593.56677
45	S(8)	91.97	0.768	91.58	93.75	8593.56677
21	3cvC	91.97	0.768	91.58	93.75	8593.56677
75	S(57)	91.97	0.768	91.58	93.75	8593.56677
63	S(34)	91.97	0.768	91.58	93.75	8593.56677
94	Sanc	91.97	0.768	91.58	93.75	8593.56677
98	Svpcw	91.97	0.768	91.58	93.75	8593.56677
89	cen	91.97	0.768	91.58	93.75	8593.56677
99	Svncw	91.97	0.768	91.58	93.75	8593.56677
95	Sapcw	91.97	0.768	91.58	93.75	8593.56677
19	2cv	91.97	0.768	91.58	93.75	8593.56677
17	0cv	91.97	0.768	91.58	93.75	8593.56677
91	AS	91.97	0.768	91.58	93.75	8593.56677
26	nhev	91.97	0.768	91.58	93.75	8593.56677
51	S(17)	91.97	0.768	91.58	93.75	8593.56677
90	w	91.97	0.768	91.58	93.75	8593.56677
8	0c	91.97	0.768	91.58	93.75	8593.56677
42	S(3)	91.97	0.768	91.58	93.75	8593.56677
9	1c	91.97	0.768	91.58	93.75	8593.56677
72	S(51)	91.97	0.768	91.58	93.75	8593.56677
20	3cvP	91.97	0.768	91.58	93.75	8593.56677
88	mcp	91.97	0.768	91.58	93.75	8593.56677
83	q-	91.97	0.768	91.58	93.75	8593.56677
13	4cPC	91.97	0.768	91.58	93.75	8593.56677
25	nhet	91.97	0.768	91.58	93.75	8593.56677
79	Vmc	91.97	0.768	91.58	93.75	8593.56677
96	Svpc	91.97	0.768	91.58	93.75	8593.56677
44	S(7)	91.97	0.768	91.58	93.75	8593.56677
30	nsulph	91.97	0.768	91.58	93.75	8593.56677
35	1ka	91.97	0.768	91.58	93.75	8593.56677
54	S(20)	91.41	0.752	90.70	95.00	8557.2417
55	S(22)	91.69	0.760	91.28	93.65	8548.38925
41	S(2)	91.69	0.760	91.28	93.65	8548.38925
5	dis1	91.69	0.760	91.28	93.65	8548.38925
23	6cvCH	91.69	0.760	91.28	93.65	8548.38925
7	dis3	91.69	0.760	91.28	93.65	8548.38925
57	S(27)	91.69	0.760	91.28	93.65	8548.38925
46	S(9)	91.69	0.760	91.28	93.65	8548.38925
47	S(10)	91.41	0.751	90.97	93.55	8502.77386
59	S(30)	91.41	0.751	90.97	93.55	8502.77386
66	S(37)	91.41	0.751	90.97	93.55	8502.77386
3	nrot	91.41	0.751	90.97	93.55	8502.77386
61	S(32)	91.69	0.759	91.55	92.31	8498.83657
